Original_ID,SMILES,Source,InChIKey,MW,LogP,TPSA,RotBonds,Activity_Label
CHEMBL3125389,NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Cl)cccc21,ChEMBL,LWUXPHDHNVTIOD-UHFFFAOYSA-N,406.895,1.8638,88.76,4,Active
CHEMBL3125385,NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2ccccc21,ChEMBL,JJEQHQDCYGPKKH-UHFFFAOYSA-N,372.4500000000001,1.2104,88.76,4,Active
CHEMBL3125384,CC1Cc2c(Br)cccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(=O)O,ChEMBL,KAKATSTZIXKFNX-UHFFFAOYSA-N,466.3570000000003,2.960700000000001,82.97,4,Active
CHEMBL3125378,O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Cl)cccc21,ChEMBL,MIOMMFIKTOATBG-UHFFFAOYSA-N,407.8790000000001,2.4631000000000007,82.96999999999998,4,Active
CHEMBL3125390,NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Br)cccc21,ChEMBL,PBQDTIVOGGGFGU-UHFFFAOYSA-N,451.34600000000006,1.9729,88.76,4,Active
CHEMBL3125395,CC1Cc2c(Br)cccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(N)=O,ChEMBL,XAMUUSXIEMJRLI-UHFFFAOYSA-N,465.37300000000033,2.3614,88.75999999999999,4,Active
CHEMBL3125383,O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Br)cccc21,ChEMBL,UNRKTJKQLXZCJK-UHFFFAOYSA-N,452.3300000000001,2.5722000000000005,82.96999999999998,4,Active
CHEMBL3134279,N#Cc1cc(S(=O)(=O)c2nc(-c3cnn4ccc(Br)cc34)cs2)ccc1F,ChEMBL,IRTROSUCMWUDCQ-UHFFFAOYSA-N,463.3130000000001,4.063880000000002,88.11999999999999,3,Active
CHEMBL3134278,N#Cc1ccc(F)c(S(=O)(=O)c2nc(-c3cnn4ccc(Br)cc34)cs2)c1,ChEMBL,KBOVYMDGZOKMKJ-UHFFFAOYSA-N,463.3130000000001,4.063880000000001,88.11999999999999,3,Active
CHEMBL3134277,N#Cc1ccc(F)c([S+]([O-])c2nc(-c3cnn4ccc(Br)cc34)cs2)c1,ChEMBL,UNTDJUFUITUYFH-UHFFFAOYSA-N,447.3140000000001,4.397780000000002,77.03999999999999,3,Active
CHEMBL3134276,Cc1ccccc1[S+]([O-])c1nc(-c2cnn3ccc(Br)cc23)cs1,ChEMBL,WEDZUJXFVYHEDW-UHFFFAOYSA-N,418.34100000000007,4.695420000000002,53.25,3,Active
CHEMBL3134275,O=[N+]([O-])c1cccc(S(=O)(=O)c2nc(-c3cnn4ccc(Br)cc34)cs2)c1,ChEMBL,FHINVQUPZWBTCV-UHFFFAOYSA-N,465.31000000000006,3.961300000000002,107.47,4,Active
CHEMBL3134274,O=[N+]([O-])c1cccc([S+]([O-])c2nc(-c3cnn4ccc(Br)cc34)cs2)c1,ChEMBL,OMVNUIYYQUVZGF-UHFFFAOYSA-N,449.311,4.295200000000001,96.39,4,Active
CHEMBL3134270,Cc1ccc([N+](=O)[O-])cc1CS(=O)(=O)c1nc(-c2cnn3ccc(Br)cc23)cs1,ChEMBL,JRYMYMCSCRHQMP-UHFFFAOYSA-N,493.3640000000001,4.410820000000003,107.47,5,Active
CHEMBL3134268,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Cc1nc(-c2cnn3ccc(Br)cc23)cs1,ChEMBL,UMRJPGNJODYIJC-UHFFFAOYSA-N,493.3640000000001,4.410820000000002,107.47,5,Active
